Logical Entity,Physical HANA Table,Column,Data Type,Primary Key,Nullable,Default,Relationship / Target,Business Purpose,Owner,Retention,CDS / Model Source,Database Evidence
idts.cap.DuplicateLinks,idts_cap_DuplicateLinks,relationType_code,NVARCHAR(40),NO,NO,,idts.cap.DuplicateRelationTypes.code,Human-confirmed relation between two Bugs.,IDTS business workflow,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateLinks.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,code,NVARCHAR(40),YES,NO,,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,name,NVARCHAR(120),NO,NO,,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,descr,NVARCHAR(255),NO,YES,,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,sortOrder,INTEGER,NO,YES,,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,active,BOOLEAN,NO,YES,TRUE,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.DuplicateRelationTypes,idts_cap_DuplicateRelationTypes,criticality,INTEGER,NO,YES,,,Confirmed duplicate/similar/related relation catalog.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.DuplicateRelationTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,code,NVARCHAR(40),YES,NO,,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,name,NVARCHAR(120),NO,NO,,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,descr,NVARCHAR(255),NO,YES,,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,sortOrder,INTEGER,NO,YES,,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,active,BOOLEAN,NO,YES,TRUE,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.EnvironmentValues,idts_cap_EnvironmentValues,criticality,INTEGER,NO,YES,,,Execution-environment code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.EnvironmentValues.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,ID,NVARCHAR(36),YES,NO,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,createdAt,TIMESTAMP,NO,YES,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,createdBy,NVARCHAR(255),NO,YES,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,modifiedAt,TIMESTAMP,NO,YES,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,modifiedBy,NVARCHAR(255),NO,YES,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,bug_ID,NVARCHAR(36),NO,NO,,idts.cap.Bugs.ID,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,actor_ID,NVARCHAR(36),NO,NO,,idts.cap.Users.ID,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,actorRole_code,NVARCHAR(40),NO,YES,,idts.cap.UserRoles.code,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,actionType_code,NVARCHAR(40),NO,NO,,idts.cap.ActionTypes.code,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,summary,NVARCHAR(500),NO,NO,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryEvents,idts_cap_HistoryEvents,reason,NCLOB,NO,YES,,,User-facing immutable audit event grouped by business action.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryEvents.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,ID,NVARCHAR(36),YES,NO,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,createdAt,TIMESTAMP,NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,createdBy,NVARCHAR(255),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,modifiedAt,TIMESTAMP,NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,modifiedBy,NVARCHAR(255),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,bug_ID,NVARCHAR(36),NO,NO,,idts.cap.Bugs.ID,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,event_ID,NVARCHAR(36),NO,NO,,idts.cap.HistoryEvents.ID,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,actor_ID,NVARCHAR(36),NO,NO,,idts.cap.Users.ID,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,actorRole_code,NVARCHAR(40),NO,YES,,idts.cap.UserRoles.code,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,actionType_code,NVARCHAR(40),NO,NO,,idts.cap.ActionTypes.code,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,fieldName,NVARCHAR(80),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,fieldLabel,NVARCHAR(120),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,oldValue,NVARCHAR(1000),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,oldValueDisplay,NVARCHAR(1000),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,newValue,NVARCHAR(1000),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,newValueDisplay,NVARCHAR(1000),NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.HistoryLogs,idts_cap_HistoryLogs,reason,NCLOB,NO,YES,,,Append-only field-level changes belonging to a HistoryEvent.,System audit; DonHV governance,Append-only audit retained for the project lifecycle.,db/schema.cds,Production-style cds build --production artifact idts.cap.HistoryLogs.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,code,NVARCHAR(40),YES,NO,,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,name,NVARCHAR(120),NO,NO,,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,descr,NVARCHAR(255),NO,YES,,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,sortOrder,INTEGER,NO,YES,,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,active,BOOLEAN,NO,YES,TRUE,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationChannels,idts_cap_NotificationChannels,criticality,INTEGER,NO,YES,,,In-app and email channel code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationChannels.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,ID,NVARCHAR(36),YES,NO,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,createdAt,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,createdBy,NVARCHAR(255),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,modifiedAt,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,modifiedBy,NVARCHAR(255),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,notification_ID,NVARCHAR(36),NO,NO,,idts.cap.Notifications.ID,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,channel_code,NVARCHAR(40),NO,NO,,idts.cap.NotificationChannels.code,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,recipientEmail,NVARCHAR(255),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,templateKey,NVARCHAR(80),NO,NO,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,subject,NVARCHAR(255),NO,NO,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,textBody,NCLOB,NO,NO,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,htmlBody,NCLOB,NO,NO,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,status_code,NVARCHAR(40),NO,NO,,idts.cap.NotificationDeliveryStatuses.code,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,attemptCount,INTEGER,NO,NO,0,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,nextAttemptAt,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,lastAttemptAt,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,sentAt,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,lastErrorCode,NVARCHAR(80),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,lastErrorSummary,NVARCHAR(500),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,providerMessageId,NVARCHAR(255),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,lockedUntil,TIMESTAMP,NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveries,idts_cap_NotificationDeliveries,lockToken,NVARCHAR(64),NO,YES,,,"Email outbox payload, retry, lock and provider delivery state.",System notification pipeline; DonHV operations,Operational delivery audit retained with sanitized provider details.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveries.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,code,NVARCHAR(40),YES,NO,,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,name,NVARCHAR(120),NO,NO,,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,descr,NVARCHAR(255),NO,YES,,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,sortOrder,INTEGER,NO,YES,,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,active,BOOLEAN,NO,YES,TRUE,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationDeliveryStatuses,idts_cap_NotificationDeliveryStatuses,criticality,INTEGER,NO,YES,,,Delivery state catalog for in-app and email processing.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationDeliveryStatuses.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
idts.cap.NotificationEventTypes,idts_cap_NotificationEventTypes,code,NVARCHAR(40),YES,NO,,,Notification business-event code list.,PM / DonHV master-data governance,Project lifecycle or until an authorized business deletion applies.,db/schema.cds,Production-style cds build --production artifact idts.cap.NotificationEventTypes.hdbtable; reconciled with sanitized live HANA metadata in hana-production-readback-20260803.md.
